Name	Set	ImageFile	Rarity	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
% Yridian Shuttle	Premiere	yridianshuttle	C	C	SHIP	NON-ALIGNED	SHUTTLECRAFT	6	1	3										
% Zalkonian Vessel	QC	zalkonianvessel	C	C	SHIP	NON-ALIGNED	DESTROYER	9	8	6					(CMD)[NA][NA]			Sunad		Kills untransfigured John Doe if at same location at end of your turn.
% Zetal	BOG	zetal	C	C	PERSONNEL	KLINGON	SCIENCE	6	7	6				(STF)[BOG]						SCIENCE * Biology
% Zibalian Transport	Premiere	zibaliantransport	C	C	SHIP	NON-ALIGNED	ZIBALIAN	6	2	4										
% Zyree	Dom	zyree	C	C	PERSONNEL	DOMINION	CIVILIAN	6	6	7				[Dom][GQ]						CIVILIAN * Biology  * Greed  * Archaeology
... IN THE ENGINE ROOM	TWT	troubleintheengineroom	C	138 C	TROUBLE									[TWT]						100: On a ship, reduces WEAPONS -1 and RANGE -1. 1,000: On a ship, it is "stopped" after each of its moves unless 3 ENGINEER aboard. At an Ore Processing Unit, suspends Process Ore.
... IN THE TRANSPORTERS	TWT	troubleinthetransporters	C	139 C	TROUBLE									[TWT]						100 (or Tribble Bomb): On a ship or facility, when any personnel present moves away from this group, up to 10 of this group's tribbles (and/or your Tribble Bomb present) may go with that personnel; discard trouble.
... ON THE BRIDGE	TWT	onthebridge	C	C	TROUBLE									[TWT]						100: On a ship, suspends attribute enhancements related to its matching commander.
... ON THE STATION	TWT	troubleonthestation	C	C	TROUBLE									[TWT]						1,000: Just after this group breeds, up to 100 of its tribbles may "spread" (move) to an adjacent site or into/out of a facility or a landed, docked, or carried ship; discard trouble.
1 TRIBBLE - Bonus	TWT	1tribblebonus	C	120 C	TRIBBLE									[TWT]						May report anywhere. Each non-Klingon present is CUNNING -1. Once every turn, may "stop" one personnel present (random selection).
1 TRIBBLE - Discard	TWT	1tribblediscard	C	121 C	TRIBBLE									[TWT]						May report anywhere. Each non-Klingon present is CUNNING -1. Once every turn, may "stop" one personnel present (random selection).
1 TRIBBLE - Go	TWT	1tribblego	C	122 C	TRIBBLE									[TWT]						May report anywhere. Each non-Klingon present is CUNNING -1. Once every turn, may "stop" one personnel present (random selection).
1,000 TRIBBLES - Bonus	TWT	1000tribblesbonus	R*	129 R*	TRIBBLE									[TWT]						Breeds from 100 tribbles. Each personnel present loses their first-listed skill. Prevents Ooby Dooby card draws at this location.
1,000 TRIBBLES - Discard	TWT	1000tribblesdiscard	R*	130 R*	TRIBBLE									[TWT]						Breeds from 100 tribbles. Each personnel present loses their first-listed skill. Prevents Ooby Dooby card draws at this location.
1,000 TRIBBLES - Rescue	TWT	1000tribblesrescue	R*	131 R*	TRIBBLE									[TWT]						Breeds from 100 tribbles. Each personnel present loses their first-listed skill. Prevents Ooby Dooby card draws at this location.
10 and 01	Dom	10and01	R	R	PERSONNEL	NON-ALIGNED	ENGINEER+ENGINEER	4+4	8+8	2+2				(STF)(STF)[Dom]						10: ENGINEER * Computer  Skill x2 ! Any  Bynars card  01: ENGINEER * Nullifies  all Computer Crash cards in play.
10 TRIBBLES - Bonus	TWT	10tribblesbonus	U	123 U	TRIBBLE									[TWT]						May report anywhere. Each Klingon present is INTEGRITY -1 and, unless Divok is present, loses their first-listed skill.
10 TRIBBLES - Go	TWT	10tribblesgo	U	124 U	TRIBBLE									[TWT]						May report anywhere. Each Klingon present is INTEGRITY -1 and, unless Divok is present, loses their first-listed skill.
10 TRIBBLES - Poison	TWT	10tribblespoison	U	125 U	TRIBBLE									[TWT]						May report anywhere. Each Klingon present is INTEGRITY -1 and, unless Divok is present, loses their first-listed skill.
10,000 TRIBBLES - Go	TWT	10000tribblesgo	R+	132 R+	TRIBBLE									[TWT]						Breeds from 1,000 Tribbles. Where present, mission attempts require 2 Exobiology. Cancels probing on non-Dilemma cards at (and [Borg-Only] cards targeting) this location.
10,000 TRIBBLES - Poison	TWT	10000tribblespoison	R+	133 R+	TRIBBLE									[TWT]						Breeds from 1,000 Tribbles. Where present, mission attempts require 2 Exobiology. Cancels probing on non-Dilemma cards at (and [Borg-Only] cards targeting) this location.
10,000 TRIBBLES - Rescue	TWT	10000tribblesrescue	R+	134 R+	TRIBBLE									[TWT]						Breeds from 1,000 Tribbles. Where present, mission attempts require 2 Exobiology. Cancels probing on non-Dilemma cards at (and [Borg-Only] cards targeting) this location.
100 TRIBBLES - Bonus	TWT	100tribblesbonus	U	126 U	TRIBBLE									[TWT]						Breeds from 10 Tribbles. Where present, mission attempts require 2 Leadership. If on a planet, prevents scoring of Colony points there.
100 TRIBBLES - Poison	TWT	100tribblespoison	U	127 U	TRIBBLE									[TWT]						Breeds from 10 Tribbles. Where present, mission attempts require 2 Leadership. If on a planet, prevents scoring of Colony points there.
100 TRIBBLES - Rescue	TWT	100tribblesrescue	U	128 U	TRIBBLE									[TWT]						Breeds from 10 Tribbles. Where present, mission attempts require 2 Leadership. If on a planet, prevents scoring of Colony points there.
100,000 TRIBBLES - Clone	TWT	100000tribblesclone	R+	135 R+	TRIBBLE									[TWT]						Breeds from 10,000 Tribbles. Where present, prevents personnel from reporting "for free." If on a planet when that mission solved, reduces its points by 10.
100,000 TRIBBLES - Discard	TWT	100000tribblesdiscard	R+	137 R+	TRIBBLE									[TWT]						Breeds from 10,000 Tribbles. Where present, prevents personnel from reporting "for free." If on a planet when that mission solved, reduces its points by 10.
100,000 TRIBBLES - Rescue	TWT	100000tribblesrescue	R+	136 R+	TRIBBLE									[TWT]						Breeds from 10,000 Tribbles. Where present, prevents personnel from reporting "for free." If on a planet when that mission solved, reduces its points by 10.
1962 ROGER MARIS BASEBALL CARD	Fajo	1962rogermarisbaseballcard	P	P	ARTIFACT									[Fajo]						Immediately play on table. During your turn, you may trade this artifact for any opponent's artifact in play. Players must immediately play traded cards as their own. (Not duplicatable.)
1ST RULE OF ACQUISITION	ROA	1struleofacquisition	C	C	EVENT									[Rule][ROA]						Seeds or plays on your freighter, transport or [Fer] facility or ship. Gold- Pressed Latinum you download may come from your discard pile. Once per game, you may download to hand one Gold-Pressed Latinum and/or one Ferengi V.I.P.
211TH RULE OF ACQUISITION	ROA	211thruleofacquisition	U	U	EVENT									[Rule][ROA]						Plays on Quark's Bar or Ferengi Trading Post. Each time opponent wishes to play a card during your turn, opponent must first discard X cards, where X = (your dabo girls and Ferengi waiters present) - (opponent's personnel present).
33RD RULE OF ACQUISITION	ROA	33rdruleofacquisition	U	U	EVENT						5			[Rule][ROA]						Plays on your Greed personnel at a mission or [Borg] objective opponent completed. Compliment opponent's score. If they say "thank you," score points. If not, draw up to four cards. Discard event. (Limit two per location.)
34TH RULE OF ACQUISITION	ROA	34thruleofacquisition	U	U	EVENT									[Rule][ROA]						Plays on your arms dealer or Acquisition personnel. Once every turn, if a non- Rogue-Borg battle was just initiated or opponent's ship was just damaged, download two Gold-Pressed Latinum here (three if an arms dealer) OR draw two cards.
35TH RULE OF ACQUISITION	MM	35thruleofacquisition	U	23 U	EVENT									[Rule][MM]						Plays on your Acquisition personnel. End of each turn, if no battles were initiated since end of your last turn, download a Gold-Pressed Latinum here OR draw a card. 35th Rule nullifies every 34th Rule, and vice versa, ignoring Scepter.
'45 DOM PERIGNON	HA	45domperignon	C	14 C	EQUIPMENT									[Holo][HA]						May discard to download a unique ship to replace (discard) your % ship of same class here. Once per battle, your personnel present may stun an adversary they just engaged.
47TH RULE OF ACQUISITION	ROA	47thruleofacquisition	U	U	EVENT									[Rule][ROA]						Plays on your Acquisition or Greed personnel. Nullifies all Palor Toff cards. Whenever at same location as any Garak or a personnel who has more * icons than this one, may place that personnel atop owner's draw deck; discard event.
AVERT DISASTER	Premiere	avertdisaster	R	R	MISSION	Planet,[FEDERATION]					40	Artrea	3	(AQ)						Geology + Honor + INTEGRITY>35
AWAKEN	FC	awaken	C	C	INTERRUPT									[Borg-Only][FC]						Downloads one [Com] or [Nav] drone. OR Plays at the start of battle to download to one of your ships at that location one [Def] drone (two if opponent initiated the battle).
AWAKEN *BORG	Borg	awakenborg	C	33 C	INTERRUPT									[Borg-Only][Borg]						Downloads one [Com] or [Nav] drone. OR Plays at start of battle to download to one of your ships at that location one [Def] drone (two if opponent initiated the battle).
Azetbur	TMP	azetbur	U	69 U	PERSONNEL	KLINGON	V.I.P.	8	7	5				(CMD)[AU][TMP]/Films\					The Great Hall	V.I.P. * Leadership  * Diplomacy  * Exobiology  \DL/ Treaty:  Federation/Klingon
B.G. Robinson	TWT	bgrobinson	U	54 U	PERSONNEL	FEDERATION	ENGINEER	6	6	4				(STF)[TWT]						ENGINEER * Transporter  Skill * Youth  * Anthropology  \DL/ Pattern  Enhancers
Ba'el	Premiere	bael	U	U	PERSONNEL	KLINGON	CIVILIAN	6	6	4										CIVILIAN * Anthropology  * Youth
Bajoran	DS9	bajoranoutpost	C	C	FACILITY	BAJORAN	OUTPOST			30				[DS9]						Seed one OR build where you have a Bajoran ENGINEER.
BAJORAN CIVIL WAR	DS9	bajorancivilwar	R	R	EVENT									[DS9]						Plays on table. Your Bajoran leaders may initiate battle against other Bajorans. OR Downloads two % Bajoran OFFICER, SECURITY or Resistance personnel. Discard event.
BAJORAN PADD	DS9	bajoranpadd	C	C	EQUIPMENT									[DS9]						Bajoran use only. Each of your personnel present is CUNNING +2. (Cumulative.)
BAJORAN PHASER	DS9	bajoranphaser	C	C	EQUIPMENT									[DS9]						Bajoran and Non-Aligned use only. Each of your personnel present is STRENGTH +2. (Cumulative.)
BAJORAN PHASER BANKS	TWT	bajoranphaserbanks	C	115 C	TACTIC									[TWT]						ATTACK 1 DEFENSE 1 ATTACK and DEFENSE bonus +2 if you have a Bajoran ship firing with Resistance or Navigation aboard (or +4 if one crew member has both skills). Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at a site of opponent's choice). RANGE -1WEAPONS -1SHIELDS -1 HULL -30%
BAJORAN PHASER RIFLE	DS9	bajoranphaserrifle	U	U	EQUIPMENT									[DS9]						Bajoran and Non-Aligned use only. Each of your personnel present is STRENGTH +3, but loses 1 Diplomacy unless aboard your ship. (Cumulative.)
BAJORAN RESISTANCE CELL	HA	bajoranresistancecell	U	47 U	OBJECTIVE									[HA]						Seeds or plays on table. Once each turn, your [Baj] Resistance personnel may report for free to your [Baj] facility or ship or to any planet. Also, your Bajoran espionage cards may not be nullified. Once each turn, you may download a Bajoran espionage card to one of your unsolved missions (limit one per mission), then draw two cards if you have at least two [Baj] Resistance personnel in play.
BAJORAN SHRINE	TWT	bajoranshrine	U	114 U	SITE									[TWT]						Prylars, Vedeks, and Kais may report here. Once each turn, any player who has a Prylar, Vedek, or Kai unopposed here with any other Bajorans may "conduct services": discard one card from hand, place bottom card of discard pile beneath draw deck or out-of-play, then draw one card (or two if any Orb artifact is present). Unless station is under [Baj] or [Fed] control, Shrine is suspended and may be destroyed by any personnel using a disruptor at an adjacent site. Deep Space 9: Promenade
BAJORAN WORMHOLE	DS9	bajoranwormhole	U	U	DOORWAY									[DS9]						Requires two Bajoran Wormhole cards; each inserts into a spaceline to create a location (span 1). Play one in Alpha Quadrant (Bajor Region); download the other to Gamma Quadrant. Limit one per quadrant. While in play, any ship may move from one end to the other, then is "stopped." OR Plays at any time to nullify any card which is closing or destroying Bajoran Wormhole (discard doorway).
BAJORAN WORMHOLE: MIRROR UNIVERSE	MM	bajoranwormholemirror	U	13 U	DOORWAY									[MM]						Seeds (in any phase) or plays in Mirror Quadrant. Limit one. Inserts into spaceline to create a Bajor Region location (span 1); any player may download [DS9] Bajoran Wormhole. Any ship may move between here and a [DS9] Bajoran Wormhole if damaged or if ENGINEER and SCIENCE aboard, then is "stopped." OR Plays at any time to nullify any card which is closing or destroying Bajoran Wormhole (discard doorway).
BALANCING ACT	FC	balancingact	U	U	DILEMMA	Space/Planet								FC						Each player whose missions with point boxes are mostly Space or mostly Planet (by a difference of 3 or more) loses 50 points (even if playing Borg).
BALANCING ACT *VOY	Voy	balancingactvoy	U	4 U	DILEMMA	Space/Planet								Voy						Each player whose missions with point boxes are mostly [S] or mostly [P] (by a difference of 3 or more) loses 50 points (even if playing Borg).
Balok	MM	balok	U	100 U	PERSONNEL	NON-ALIGNED	OFFICER	8	8	4				(CMD)[AU][MM]/OS\				Fesarius		OFFICER * Diplomacy  * Honor  * Leadership
Baran	Premiere	baran	U	U	PERSONNEL	NON-ALIGNED	OFFICER	3	8	6				(CMD)				Mercenary Ship		OFFICER * Greed  * Archaeology  * Exobiology  * Computer  Skill
Barash	HA	barash	R	83 R	PERSONNEL	NON-ALIGNED	CIVILIAN	6	7	4				[HA]					War Council	CIVILIAN * Your  [Bar] personnel may report here (for free, once each turn). * Doubles Hologram Ruse. * Youth
BARBER POLE	QC	barberpole	U	U	EVENT															Plays on table.
TAK TAK NEGOTIATION	Voy	taktaknegotiation	C	105 C	MISSION	Planet,[FEDERATION][NON-ALIGNED][FERENGI]					30	Tak Tak planet	3	[Voy](DQ)						Diplomacy x3 + CUNNING>35 OR Neelix
Talak'talan	Dom	talaktalan	R	R	PERSONNEL	DOMINION	OFFICER	6	8	10				(CMD)[KW][Dom][GQ]						OFFICER * SECURITY  * Transporter  Skill * Astrophysics  \DL/ Ultimatum  OR Dominion PADD
Tallera	Fajo	tallera	P	P	PERSONNEL	ROMULAN/FEDERATION/NON-ALIGNED	SECURITY	3	7	7				(CMD)[Fajo]						SECURITY * Computer  Skill * SCIENCE  * Mindmeld  * Leadership  * Treachery  --- Does not work with other [Fed] affiliation personnel.
TALOSIAN CAGE	HA	talosiancage	U	9 U	DILEMMA	Planet								HA						Unless 3 Empathy OR Christopher Pike present, opponent may choose to discard two females (random selection) OR male with most * icons. Discard dilemma.
Tam Elbrun	Premiere	tamelbrun	R	R	PERSONNEL	FEDERATION	V.I.P.	5	7	3								Gomtuu		V.I.P. * Empathy  x2 * Honor
Tama	AU	tama	U	U	SHIP	NON-ALIGNED	DARMOK	7	9	8					(CMD)(STF)					Particle Scattering Device
Tamarith	BOG	tamarith	U	U	PERSONNEL	ROMULAN	CIVILIAN	8	7+X	4+X				[BOG]						CIVILIAN * MEDICAL  * Biology  * Honor  * Music * X=2  if with another Romulan underground member.
Tanis	Voy	tanis	R	172 R	PERSONNEL	NON-ALIGNED	CIVILIAN	4	8	5				(CMD)[Voy][DQ]					War Council	CIVILIAN * Empathy  x2 * SCIENCE  * Biology  * Leadership  * Treachery
TANTALUS FIELD	MM	tantalusfield	R	1 R	ARTIFACT									[AU]/OS\[MM]						Place on your [MQ] ship here. (Unique.) Once each turn, may discard top card of draw deck to kill a % personnel here OR discard top three to kill a unique personnel here.
TARCHANNEN STUDY	QC	tarchannenstudy	R	R	MISSION	Space/Planet,[FEDERATION]					40	Tarchannen III	2	(AQ)						ENGINEER x2 + I.P. Scanner + Holodeck    No outposts or stations allowed here.
TARELLIAN PLAGUE SHIP	Premiere	tarellianplagueship	U	U	DILEMMA	Space					5									Entire crew immediately dies from plague unless MEDICAL "beams over" (discarded) to Tarellians. Discard dilemma.
TARGET ENGINES	BOG	targetengines	C	C	TACTIC									[BOG]						ATTACK 2DEFENSE 1 ATTACK bonus +1 if you have a Dominion ship firing. Hit = v>. Direct hit = v>>>. RANGE enhancements offline. RANGE -2 HULL -25%
TARGET SHIELDS	BOG	targetshields	C	C	TACTIC									[BOG]						ATTACK 2DEFENSE 2 Hit = v>. Direct hit = v>>>. Otherwise, drains target's SHIELDS (v). SHIELDS enhancements offline. SHIELDS -2
TARGET THESE COORDINATES	BOG	targetthesecoordinates	R	R	TACTIC									[BOG]						ATTACK 3 DEFENSE 1 Hit = v> (or v>> if target is affected by Weak Spot). Direct hit = v>>>. Shields fluctuating: opponent's transporters, if operated by Transporter Skill personnel, may beam through SHIELDS. RANGE -1 WEAPONS -1SHIELDS -1HULL -20%
TARGET WARP FIELD COILS	TMP	targetwarpfieldcoils	C	129 C	TACTIC									[TMP]						ATTACK 2 DEFENSE 2 May not be used to fire upon a facility. Hit = v>. Direct hit = v>>>. Warp drive off line: opponent may immediately download Engine Imbalance to this ship as an interrupt (immune to Amanda Rogers). RANGE -3 HULL -30%
TARGET WEAPONS	BOG	targetweapons	C	C	TACTIC									[BOG]						ATTACK 2 DEFENSE 1 ATTACK bonus +1 if you have a Dominion ship firing. Hit = v>. Direct hit = v>>>. WEAPONS enhancements offline. WEAPONS -2HULL -25%
Taris	QC	taris	R	R	PERSONNEL	ROMULAN	OFFICER	6	8	7				(CMD)				Haakona		OFFICER * Archaeology  * MEDICAL  * Music  * Transporter  Skill
Tarmin	QC	tarmin	R	R	PERSONNEL	NON-ALIGNED	V.I.P.	6	6	3									War Council	V.I.P. * Once  pergame, may glance at the cards in any one side deck for 10 seconds. * Empathy
Tasha Yar	Premiere	tashayar	R	R	PERSONNEL	FEDERATION	SECURITY	8	7	8				(STF)			Tasha Yar			SECURITY * Honor  * Leadership
Tasha Yar - Alternate	AU	tashayaralternate	R	R	PERSONNEL	FEDERATION	SECURITY	8	7	8				(STF)[AU]						SECURITY * Honor  * Leadership  \DL/ Starfleet  Type II Phaser
HUNT ALIEN	Borg	huntalien	U	38 U	MISSION	Planet,[KLINGON][KAZON][HIR]					30	Uncharted asteroid belt	3	[Borg](DQ)						Anthropology + Exobiology + Leadership + (STRENGTH>40 OR Borg Nanoprobes)
HUNT FOR DNA PROGRAM	Premiere	huntfordnaprogram	R	R	MISSION	Planet,[FEDERATION][ROMULAN][KLINGON]					55	Vilmor II	5	(AQ)						Archaeology x 3 + Computer Skill + Biology + Leadership + STRENGTH>40
HUNTER GANGS	AU	huntergangs	C	C	DILEMMA	Planet														Two Away Team members (random selection) are chased. Examine cards separately. Personnel escapes if CUNNING even, killed if odd. Discard dilemma.
HUNTING GROUP	HA	huntinggroup	C	48 C	OBJECTIVE									[HA]						Seeds or plays on your non-[Hir] space mission with a point box. You may attempt it using these requirements: Alpha-Hirogen + [Hir] ship + (CUNNING + STRENGTH > mission points x3) When you solve mission, you may commandeer an opposing ship present (capturing opposing personnel aboard) if your total WEAPONS there > twice its SHIELDS. Discard objective.
Husnock Outpost	OTSD	husnock	P	P	FACILITY	NON-ALIGNED	OUTPOST			40				[P]						Seed at any [NA] location. You may seed one % Husnock Ship face up here. Extends only 25% of its SHIELDS to ships.
HYPER-AGING	Premiere	hyperaging	U	U	DILEMMA	Planet					5									Mission continues but entire Away Team is quarantined and dies at the end of your third full turn unless SCIENCE + 2 MEDICAL present by then.
HYPOSPRAY	DS9	hypospray	U	U	EQUIPMENT									[DS9]						During personnel battle, one of your MEDICAL present may stun their adversary OR change one personnel from mortally wounded to disabled. (Does not affect androids.)
I AM NOT A MERRY MAN!	QC	iamnotamerryman	R	R	EVENT															Plays on any one Klingon. While in play, once per turn that Klingon may nullify any [Q] icon interrupt, event or dilemma where present. (Not duplicatable.)
I DO NOT TAKE ORDERS FROM YOU	TMP	idonottakeordersfromyou	U	21 U	INTERRUPT									[TMP]						Plays at start of a personnel battle you initiated (once per battle). Each of your personnel who has Treachery x2 may kill an opposing personnel who has lower CUNNING.
I HATE YOU	TMP	ihateyou	C	5 C	DILEMMA	Planet								[AU][TMP]						To get past requires Anthropology, Youth, and no Music present. Nullified by Vulcan Nerve Pinch.
I JUST LOVE SCANNING FOR LIFE-FORMS	TMP	ijustlovescanningfor	R	16 R	EVENT									[TMP]						Plays to reveal top three cards of any draw deck (six if your own). Discard all non-personnel cards; replace remaining cards in any order. Discard event.
I TRIED TO WARN YOU	DS9	itriedtowarnyou	U	U	Q DILEMMA									[DS9]						your missions have the same icon ([S] or [P]), opponent places dilemma on any one mission in play. Q makes that mission unattemptable and unscoutable; destroys any points already gained from solving that mission or completing an objective targeting that mission. (May not be nullified.)
I.K.C. Amar	TMP	ikcamar	R	116 R	SHIP	KLINGON	K'T'INGA	7	6	6				[AU][TMP]/Films\	/Films\			Krase		Cloaking Device, Tractor Beam
I.K.C. Bortas	Premiere	ikcbortas	R	R	SHIP	KLINGON	VOR'CHA	9	9	7					(CMD)(STF)(STF)					Cloaking Device, Tractor Beam
I.K.C. Buruk	Premiere	ikcburuk	R	R	SHIP	KLINGON	K'VORT	8	7	6					(STF)					Cloaking Device, Tractor Beam
I.K.C. Chang	Fajo	ikcchang	P	P	SHIP	KLINGON	VOODIEH	10	9	9				[AU][Nem,L,Blue][Fajo]	(CMD)(STF)[AU][AU]			Governor Worf		Cloaking Device, Holodeck, Tractor Beam   If your I.K.C. Fek'lhr in play, it has a [Nem,L,Blue] icon and both ships reduce staffing by one [AU] icon.
I.K.C. Chontay	TMP	ikcchontay	U	117 U	SHIP	KLINGON	B'REL	6	7	6				[AU][TMP]/Films\	/Films\			Klaa		Cloaking Device, Tractor Beam (cannot carry ships aboard)
I.K.C. Fek'lhr	AU	ikcfeklhr	R	R	SHIP	KLINGON	VOODIEH	11	9	8				[AU]	(CMD)(STF)[AU][AU]					Cloaking Device, Holodeck, Tractor Beam
I.K.C. Gr'oth	TWT	ikcgroth	R+	110 R+	SHIP	KLINGON	D-7	6	6	5				[AU][TWT]/OS\	[AU]			Captain Koloth, Koloth		[AU] Tractor Beam, \DL/ Any  Klingon /OS\ personnel.
I.K.C. Hegh'ta	Premiere	ikcheghta	R	R	SHIP	KLINGON	K'VORT	8	7	7					(STF)			Kurn		Cloaking Device, Tractor Beam
U.S.S. Dauntless*	Borg	ussdauntlessfed	R	131* R	SHIP	FEDERATION/NON-ALIGNED	DAUNTLESS	10	7	8				[Borg][DQ]	(CMD)(STF)(STF)			Arturis		May be fully staffed by Arturis. Holodeck  \DL/ Quantum  Slipstream Drive
U.S.S. Defiant *WB	DS9	ussdefiant	P	P	SHIP	FEDERATION	DEFIANT	8	10	9				[Dom]	(CMD)(CMD)			Benjamin Sisko, Worf *FC, Kudak'Etan		Cloaking Device, Tractor Beam (cannot carry ships aboard except suttlepods)
U.S.S. Defiant	Dom	ussdefiant	R	R	SHIP	FEDERATION	DEFIANT	8	10	9				[Dom]	(CMD)(CMD)			Benjamin Sisko, Worf *FC, Kudak'Etan		Cloaking Device, Tractor Beam (cannot carry ships aboard except suttlepods)
